,User,CARD INDEX,Retailer ID,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
4878,1580,1,11,5948594944639664,02/2020,386,YES,1,$13558,02/2020,2020,No
4879,1580,2,20,4655114310829903,09/2021,146,YES,1,$8500,01/2020,2020,No
4880,1580,3,24,4471238909033238,02/2022,368,YES,2,$11237,02/2020,2020,No
4881,1581,0,1,382031359848619,08/2012,412,NO,2,$6000,03/2005,2013,No
4882,1581,1,11,5891567010748213,09/2022,563,YES,1,$957,11/2008,2012,No
4883,1581,2,2,337919115553710,02/2020,7,YES,2,$4000,10/2017,2017,No
4884,1581,3,7,5566207489496526,03/2024,115,YES,1,$4900,04/2004,2004,No
4885,1582,0,24,4293438216088430,04/2022,847,YES,1,$7967,07/2015,2015,No
4886,1582,1,11,5738889921774670,06/2019,261,YES,2,$12490,05/2016,2016,No
4887,1582,2,25,4640548373982017,07/2020,972,YES,2,$9043,01/2020,2020,No
4888,1583,0,24,4241836475964924,12/2022,229,YES,2,$1663,02/2020,2020,No
4889,1583,1,11,5943892255232378,06/2022,355,YES,2,$7283,01/2020,2020,No
4890,1583,2,12,5966316752263922,01/2021,442,YES,1,$23750,01/2020,2020,No
4891,1584,0,7,5194782740689024,07/2020,83,NO,1,$8100,01/2008,2015,No
4892,1584,1,20,4745341098877385,10/2023,273,YES,2,$11800,02/2020,2020,No
4893,1584,2,8,5739094385227541,03/2006,905,YES,1,$15200,09/2004,2014,No
4894,1584,3,11,5721768564866906,10/2024,877,YES,2,$1633,03/2004,2011,No
4895,1585,0,24,4816027381867141,11/2023,163,YES,1,$22704,12/2015,2015,No
4896,1585,1,25,4226627955079711,10/2024,874,YES,1,$24069,06/2011,2011,No
4897,1585,2,26,4319734914723878,05/2020,720,YES,1,$35073,06/2009,2009,No
4898,1585,3,11,5607342055934669,07/2023,833,YES,2,$17731,09/2007,2011,No
4899,1585,4,12,5535356277127261,04/2021,557,YES,1,$33980,04/2007,2010,No
4900,1585,5,13,5415658075753990,03/2024,112,YES,1,$41714,05/2013,2013,No
4901,1585,6,14,5838395313903974,06/2024,439,NO,1,$21466,04/2013,2013,No
4902,1585,7,15,5570607538229113,02/2024,572,YES,1,$30547,09/2008,2008,No
4903,1586,0,24,4671202000865959,02/2024,89,YES,2,$9752,12/2006,2008,No
4904,1587,0,17,5117804114696426,10/2022,845,YES,1,$114,02/2005,2009,No
4905,1587,1,11,5488341441971894,11/2014,689,YES,2,$14934,12/2010,2010,No
4906,1587,2,12,5141901041171975,11/2024,270,YES,1,$20294,11/2010,2010,No
4907,1587,3,24,4086661906008902,11/2022,113,NO,2,$20674,02/2020,2020,No
4908,1587,4,7,5807865206016117,05/2021,343,YES,2,$14000,04/2006,2007,No
4909,1588,0,24,4026278148154052,02/2023,204,YES,2,$9310,08/2004,2009,No
4910,1588,1,29,4119163020411829,01/2022,989,YES,1,$60,01/2020,2020,No
4911,1588,2,20,4937595859195819,01/2009,747,YES,1,$10200,02/2005,2008,No
4912,1588,3,25,4960671625007782,04/2010,645,YES,2,$9477,03/2008,2014,No
4913,1588,4,11,5110273101457986,08/2024,532,YES,2,$6795,04/2001,2009,No
4914,1588,5,1,388351194080812,07/2023,188,YES,2,$900,07/2017,2017,No
4915,1589,0,11,5195133154490046,07/2020,542,YES,2,$4747,02/2001,2012,No
4916,1589,1,12,5384973024512821,04/2022,569,YES,1,$15702,06/2006,2007,No
4917,1589,2,13,5391743291218892,01/2017,80,YES,1,$3955,04/2002,2013,No
4918,1590,0,20,4233666699901617,03/2020,331,YES,2,$8200,07/2006,2013,No
4919,1590,1,7,5772574383321451,09/2020,678,YES,1,$5500,04/2003,2010,No
4920,1590,2,11,5654495599077092,10/2021,407,YES,3,$15774,03/2002,2007,No
4921,1590,3,21,4982421757560620,10/2023,669,YES,2,$8800,03/2006,2015,No
4922,1591,0,24,4336190352382282,10/2024,795,NO,1,$26206,02/2018,2018,No
4923,1591,1,11,5381899309871296,04/2021,179,YES,1,$31113,10/2013,2013,No
4924,1591,2,7,5416417426288753,02/2020,460,YES,1,$21100,01/2020,2020,No
4925,1591,3,20,4833091752929426,06/2023,461,YES,1,$17100,01/2017,2017,No
4926,1591,4,25,4554382114845493,06/2020,561,YES,1,$66287,02/2020,2020,No
4927,1592,0,7,5998212515012584,08/2020,214,YES,2,$10900,01/2014,2014,No
4928,1592,1,24,4938315510703910,07/2007,181,YES,1,$36271,02/2007,2010,No
4929,1593,0,11,5679478018180576,03/2017,465,YES,2,$5391,05/2006,2013,No
4930,1593,1,24,4799397143962163,12/2020,310,YES,2,$17537,02/2005,2010,No
4931,1593,2,1,350211718386898,12/2024,981,YES,2,$10700,05/2018,2018,No
4932,1593,3,12,5973716612118375,09/2023,38,YES,1,$18573,05/2014,2014,No
4933,1593,4,13,5036985513287237,10/2024,867,YES,1,$18019,02/2020,2020,No
4934,1593,5,25,4181524038316536,04/2021,2,NO,2,$15160,01/2001,2007,No
4935,1594,0,11,5453158719013768,11/2011,732,YES,2,$4136,01/2010,2010,No
4936,1594,1,12,5836173617667136,11/2024,80,YES,1,$14561,02/2007,2015,No
4937,1595,0,17,5540235248298505,01/2024,40,YES,2,$86,01/2020,2020,No
4938,1596,0,7,5072448935798666,07/2023,115,YES,2,$17100,06/2001,2011,No
4939,1597,0,20,4785997992808667,07/2015,707,YES,2,$12700,06/2015,2015,No
4940,1597,1,11,5809711099663265,05/2020,678,YES,1,$54517,06/2013,2013,No
4941,1597,2,7,5961602906943584,05/2021,233,YES,2,$14900,05/2008,2008,No
4942,1598,0,1,359466340825605,11/2024,426,YES,1,$16000,05/2011,2011,No
4943,1598,1,11,5415760158214134,02/2020,464,NO,2,$30713,08/2011,2016,No
4944,1598,2,12,5400936415005056,11/2024,816,YES,2,$33158,06/2009,2013,No
4945,1598,3,29,4166400482648381,03/2022,843,YES,2,$29,08/2008,2014,No
4946,1599,0,1,327172863977145,05/2022,496,YES,1,$21700,04/2006,2014,No
4947,1599,1,20,4851037322315793,05/2022,485,YES,2,$12500,10/2016,2016,No
4948,1600,0,24,4474584531104236,07/2020,20,NO,2,$3365,01/2010,2010,No
4949,1600,1,11,5190888323082478,08/2020,16,YES,1,$14856,03/2011,2011,No
4950,1600,2,12,5205886351948913,08/2023,839,YES,1,$5989,06/2008,2014,No
4951,1600,3,13,5794248541023903,01/2024,162,YES,3,$4394,07/2009,2009,No
4952,1601,0,29,4561317376278700,06/2023,420,YES,1,$85,07/2016,2016,No
4953,1601,1,7,5507421180744978,07/2018,551,YES,1,$10600,07/2010,2013,No
4954,1601,2,24,4766091276666910,03/2016,750,YES,2,$3909,01/2010,2010,No
4955,1601,3,25,4548471036924768,02/2020,50,YES,1,$1873,12/2008,2010,No
4956,1602,0,24,4764392547989876,03/2022,429,YES,1,$19643,01/2020,2020,No
4957,1602,1,7,5140249606034696,05/2022,989,YES,2,$14700,07/2006,2008,No
4958,1602,2,8,5725072000383307,06/2019,353,NO,1,$8800,10/2010,2010,No
4959,1603,0,7,5132540732340008,05/2022,14,NO,1,$7900,01/2020,2020,No
4960,1603,1,11,5276877021810793,05/2014,149,YES,2,$12653,03/2007,2012,No
4961,1603,2,5,6416258939868696,05/2022,101,NO,1,$11400,03/2003,2014,No
4962,1604,0,7,5098677498618637,01/2021,475,NO,1,$6500,06/2003,2012,No
4963,1604,1,11,5296739757506993,02/2021,637,YES,1,$1407,09/2010,2018,No
4964,1604,2,12,5317549941978668,04/2013,455,YES,2,$11402,04/2011,2011,No
4965,1604,3,13,5819861190837911,03/2021,395,YES,2,$4501,04/1999,2015,No
4966,1604,4,14,5615295761814830,02/2022,923,YES,1,$1399,11/2009,2009,No
4967,1604,5,15,5843734476551983,10/2020,170,YES,2,$14466,11/1995,2007,No
4968,1604,6,20,4462302223450825,04/2003,869,YES,1,$8000,01/2003,2008,No
4969,1605,0,24,4397635828632081,02/2020,546,YES,1,$31916,01/2020,2020,No
4970,1606,0,20,4153185047549338,08/2021,585,YES,3,$7800,02/2020,2020,No
4971,1606,1,11,5154918786979440,08/2013,791,NO,1,$570,02/2009,2010,No
4972,1606,2,12,5364661395772182,06/2023,944,YES,2,$13187,12/2010,2010,No
4973,1606,3,17,5397077557835988,02/2020,796,YES,1,$50,02/2020,2020,No
4974,1607,0,7,5758229821813987,06/2020,759,YES,1,$8900,04/2010,2010,No
4975,1607,1,24,4305950987818748,07/2021,42,YES,2,$10681,07/2006,2013,No
4976,1607,2,8,5219421106437729,11/2023,66,NO,2,$2500,06/2000,2011,No
4977,1607,3,20,4214239191578441,05/2020,231,YES,2,$8700,01/2010,2010,No
4978,1607,4,11,5814886393652127,02/2024,110,YES,2,$10227,11/2009,2012,No
4979,1607,5,12,5607093669748051,12/2021,968,YES,2,$2507,09/2008,2010,No
4980,1608,0,20,4498188620007875,01/2021,230,YES,2,$19400,05/1999,2011,No
4981,1608,1,11,5930455553645091,08/2023,617,NO,1,$29268,02/2007,2010,No
4982,1608,2,24,4893423769208595,10/2024,941,YES,2,$10756,09/2011,2011,No
4983,1609,0,17,5035031873988658,08/2021,144,YES,2,$57,02/2020,2020,No
4984,1609,1,24,4556696236442252,05/2020,31,YES,2,$10705,01/2020,2020,No
4985,1610,0,20,4897586186180268,08/2021,424,YES,2,$4200,10/2018,2018,No
4986,1611,0,20,4463399619811654,09/2017,944,YES,2,$5800,03/2008,2011,No
4987,1612,0,20,4744158528922930,02/2020,983,YES,3,$9300,04/2014,2014,No
4988,1612,1,17,5173831902389247,08/2009,140,YES,1,$56,09/2006,2009,No
4989,1612,2,7,5835067819727201,12/2020,381,YES,1,$8200,03/2006,2014,No
4990,1613,0,17,5081036961889402,12/2022,912,NO,2,$78,02/2020,2020,No
4991,1613,1,1,356560829047775,06/2020,388,NO,1,$15000,05/2010,2015,No
4992,1613,2,11,5356675809803132,09/2022,452,YES,1,$11495,10/2004,2014,No
4993,1613,3,12,5773754472145445,08/2024,145,YES,2,$21982,01/2020,2020,No
4994,1614,0,11,5271720303804197,05/2021,709,YES,1,$20278,01/2020,2020,No
4995,1614,1,12,5846041795591669,02/2020,788,NO,2,$13139,02/2020,2020,No
4996,1614,2,20,4855885434237625,10/2022,943,YES,1,$9900,01/2020,2020,No
4997,1614,3,21,4063394095029281,03/2023,599,YES,1,$8900,02/2020,2020,No
4998,1615,0,24,4289170168464518,06/2013,338,NO,1,$4976,04/2006,2014,No
4999,1615,1,11,5549447642972376,08/2021,647,YES,1,$974,08/2004,2008,No
5000,1615,2,20,4340313779939280,04/2024,147,YES,2,$2000,02/2020,2020,No
5001,1616,0,20,4277586046602277,03/2022,388,YES,2,$10600,03/2009,2011,No
5002,1617,0,7,5246519897413642,05/2024,408,YES,2,$7100,04/2014,2014,No
5003,1617,1,20,4995884742655533,08/2024,532,YES,1,$6800,05/2002,2012,No
5004,1617,2,11,5465225216105054,08/2024,675,YES,2,$4887,07/2009,2015,No
5005,1617,3,12,5447568212155022,10/2012,975,YES,2,$8133,09/2001,2012,No
5006,1618,0,11,5489310042170577,02/2022,555,YES,1,$62703,05/2001,2007,No
5007,1618,1,20,4565053725687198,07/2018,13,YES,1,$23500,07/2010,2010,No
5008,1619,0,11,5289852815253246,11/2017,351,YES,2,$10707,01/2010,2010,No
5009,1619,1,24,4419147752018938,11/2022,287,YES,1,$18945,12/2013,2013,No
5010,1620,0,5,6423950301741311,03/2023,419,YES,2,$6600,03/2010,2011,No
5011,1620,1,29,4509375731362461,05/2022,775,NO,1,$57,01/2020,2020,No
5012,1620,2,24,4761252332594713,03/2022,492,YES,1,$11996,09/2011,2011,No
5013,1620,3,11,5413297083203621,10/2021,231,YES,1,$18026,08/2011,2011,No
5014,1620,4,25,4441719525815769,03/2017,895,YES,2,$10495,01/2008,2011,No
5015,1620,5,26,4941071237961739,05/2021,841,NO,2,$9946,07/2019,2019,No
5016,1621,0,24,4341654408733205,01/2023,76,YES,2,$20245,04/2008,2008,No
5017,1621,1,20,4921858287042321,02/2020,790,NO,1,$5100,12/2005,2010,No
5018,1621,2,25,4402133040036554,05/2022,178,YES,1,$36515,03/2013,2013,No
5019,1621,3,11,5036845153057903,12/2024,88,YES,2,$15306,01/2019,2019,No
5020,1621,4,1,398596768092162,04/2009,360,YES,1,$20600,09/2006,2008,No
5021,1622,0,1,383502656475032,06/2022,767,YES,1,$7300,12/2011,2011,No
5022,1622,1,11,5772577657126283,06/2023,335,YES,2,$10348,02/2007,2014,No
5023,1622,2,7,5754024281243654,03/2016,279,YES,1,$3300,11/2010,2010,No
5024,1623,0,24,4224143942174854,03/2022,4,YES,1,$20318,02/2020,2020,No
5025,1624,0,11,5546049735690428,05/2020,380,YES,1,$28163,01/2020,2020,No
5026,1624,1,17,5266235435834793,10/2024,868,YES,2,$63,09/2009,2011,No
5027,1624,2,24,4822555770542502,04/2018,967,YES,1,$31491,08/2014,2014,No
5028,1624,3,1,372660473465347,10/2021,981,YES,1,$22700,08/2009,2009,No
5029,1625,0,29,4448597956443991,11/2016,934,YES,2,$73,11/2015,2015,No
5030,1625,1,1,326701965155978,11/2017,478,YES,1,$9900,05/2006,2007,No
5031,1625,2,11,5636168034745251,04/2021,14,YES,2,$14713,12/2009,2011,No
5032,1625,3,12,5508510790983933,05/2023,468,YES,2,$2290,07/2005,2011,No
5033,1626,0,11,5494418818088079,01/2020,181,NO,1,$28203,01/2020,2020,No
5034,1626,1,7,5917929365404113,01/2020,876,YES,1,$30200,01/2020,2020,No
5035,1626,2,12,5664344247149202,11/2021,184,YES,2,$3565,02/2020,2020,No
5036,1626,3,13,5697326448769669,06/2020,916,YES,1,$3565,01/2020,2020,No
5037,1627,0,24,4801008002314220,03/2021,290,YES,1,$17111,02/2009,2010,No
5038,1627,1,25,4583760469208759,08/2021,812,YES,2,$21264,03/1999,2009,No
5039,1627,2,11,5449554854489393,02/2020,419,YES,1,$15125,10/2017,2017,No
5040,1627,3,26,4729603889258290,02/2020,830,YES,2,$16472,03/2014,2014,No
5041,1628,0,7,5087990899424459,11/2021,691,NO,2,$12800,01/2020,2020,No
5042,1629,0,11,5810565047358846,11/2020,736,YES,2,$11154,02/2004,2007,No
5043,1629,1,24,4222334325515340,11/2007,364,YES,1,$19419,09/2007,2010,No
5044,1629,2,7,5416237939291680,06/2022,790,YES,2,$9100,03/2006,2011,No
5045,1629,3,12,5834792674235708,05/2022,402,YES,1,$9471,06/2010,2011,No
5046,1629,4,25,4144242905302080,02/2024,279,YES,2,$10331,10/2015,2015,No
5047,1630,0,7,5862883052434843,11/2004,716,YES,1,$15900,05/1997,2009,No
5048,1631,0,7,5986235068209756,05/2020,357,YES,1,$5200,10/2018,2018,No
5049,1632,0,7,5667713745804706,02/2020,982,YES,1,$8600,11/2018,2018,No
5050,1632,1,20,4711870612941812,05/2024,453,YES,1,$8700,11/2009,2009,No
5051,1633,0,11,5352913241091954,03/2018,231,YES,1,$25236,06/2010,2011,No
5052,1633,1,7,5653902794655714,02/2011,81,YES,2,$10400,03/2008,2008,No
5053,1633,2,17,5403035493529596,10/2024,879,YES,2,$38,06/2008,2013,No
5054,1634,0,17,5419259287662190,09/2020,839,YES,1,$106,09/2007,2010,No
5055,1634,1,24,4730763214720586,04/2021,269,YES,1,$15975,07/2001,2011,No
5056,1634,2,25,4678510288563431,12/2023,404,YES,2,$12188,12/2007,2011,No
5057,1634,3,26,4118028917520417,03/2022,471,YES,2,$11928,11/2015,2015,No
5058,1634,4,11,5060743978360454,08/2021,638,YES,2,$13841,04/2012,2012,No
5059,1635,0,1,386475118033107,03/2024,151,YES,1,$7500,08/2010,2011,No
5060,1636,0,24,4504121814259932,09/2013,420,YES,2,$4269,07/2007,2009,No
5061,1636,1,7,5615880941381853,02/2024,761,YES,2,$12600,05/2007,2011,No
5062,1636,2,1,335570840377948,09/2003,193,YES,1,$16500,04/2001,2016,No
5063,1636,3,11,5943712275580272,11/2008,212,YES,1,$19152,09/2008,2009,No
5064,1637,0,24,4563075780122442,02/2024,522,YES,2,$19349,07/2018,2018,No
5065,1638,0,24,4749460533827117,09/2022,680,YES,2,$1703,09/1997,2009,No
5066,1638,1,20,4281238011673204,06/2017,240,YES,2,$2800,01/2012,2012,No
5067,1638,2,25,4321023718227210,02/2024,881,YES,1,$13569,04/2011,2011,No
5068,1638,3,21,4290434433757609,01/2024,638,YES,1,$10700,07/2007,2008,No
5069,1638,4,22,4135572355155702,06/2022,582,YES,2,$14500,07/2009,2009,No
5070,1639,0,17,5376013028883652,09/2021,68,YES,1,$26,10/2005,2010,No
5071,1640,0,24,4705599888998828,05/2021,524,YES,2,$25621,12/2016,2016,No
5072,1640,1,11,5751244963755467,05/2024,167,YES,1,$12193,06/2017,2017,No
5073,1640,2,25,4209063259747210,07/2018,375,YES,1,$14247,06/2018,2018,No
5074,1640,3,12,5624048822152519,02/2020,78,YES,2,$14859,05/2004,2009,No
5075,1641,0,20,4729818901299083,09/2014,625,NO,2,$13400,10/2005,2011,No
5076,1641,1,7,5923018656297645,08/2020,116,YES,2,$12500,03/2003,2003,No
5077,1641,2,1,346055751406362,12/2009,56,YES,2,$3800,09/2001,2009,No
5078,1641,3,11,5424466713085703,06/2014,575,YES,2,$22527,04/2007,2011,No
5079,1642,0,11,5588070685818037,09/2020,126,YES,1,$7284,01/2020,2020,No
5080,1643,0,24,4020577124844597,04/2022,526,YES,1,$22856,10/2012,2012,No
5081,1643,1,25,4033453235002124,01/2021,434,YES,1,$20225,02/2016,2016,No
5082,1643,2,26,4585531601433102,02/2020,364,NO,1,$15742,02/2020,2020,No
5083,1643,3,20,4751967279477590,11/2021,581,NO,1,$11400,12/2008,2008,No
5084,1644,0,1,368778866746348,08/2008,125,YES,1,$6200,04/2007,2014,No
5085,1644,1,2,378145015065628,10/2005,759,YES,2,$500,07/2005,2009,No
5086,1644,2,7,5719046765863775,11/2021,971,YES,1,$7100,11/2008,2017,No
5087,1644,3,24,4043732830819375,03/2022,390,YES,1,$15522,12/2006,2015,No
5088,1644,4,11,5240774776973707,09/2023,370,YES,2,$19640,02/2001,2010,No
5089,1645,0,11,5314535985439666,06/2020,410,YES,1,$13930,11/2007,2010,No
5090,1645,1,12,5462773776307346,02/2021,951,YES,2,$22357,06/2015,2015,No
5091,1645,2,7,5315038417328405,01/2022,772,YES,1,$7700,10/2011,2011,No
5092,1645,3,1,386623237356858,09/2023,553,NO,1,$5100,06/2012,2012,No
5093,1646,0,11,5452922835345688,01/2020,969,YES,2,$12191,01/2020,2020,No
5094,1647,0,24,4295877159831914,02/2024,602,YES,1,$58234,03/2015,2015,No
5095,1647,1,11,5357953507565192,07/2021,726,YES,2,$76966,02/2011,2011,No
5096,1648,0,7,5046466769118356,05/2023,561,YES,2,$4500,06/2016,2016,No
5097,1649,0,11,5689155673355585,07/2024,698,YES,1,$25551,12/2011,2011,No
5098,1649,1,12,5648059407570222,03/2021,353,YES,2,$21253,03/2004,2011,No
5099,1649,2,13,5854204096882081,12/2023,551,YES,2,$10274,06/2008,2008,No
5100,1649,3,1,375716098483935,11/2015,431,YES,2,$4800,08/2015,2015,No
5101,1649,4,24,4049373677960607,12/2023,739,YES,2,$19934,01/2020,2020,No
5102,1650,0,24,4419528709052008,09/2022,578,YES,2,$8829,02/2020,2020,No
5103,1650,1,7,5244253968518286,07/2024,684,YES,2,$12400,01/2013,2013,No
5104,1650,2,11,5148677955904141,02/2020,917,YES,1,$17691,03/2018,2018,No
5105,1651,0,11,5567990384490539,05/2013,643,YES,2,$15317,05/2008,2013,No
5106,1652,0,11,5118228142214662,06/2020,208,YES,1,$19612,12/2015,2015,No
5107,1653,0,11,5797418937992891,01/2020,154,YES,2,$10304,01/2020,2020,No
5108,1654,0,11,5570742279358802,02/2021,20,YES,1,$16229,03/2017,2017,No
5109,1654,1,24,4515909883803900,11/2024,871,YES,1,$8366,11/2015,2015,No
5110,1654,2,25,4060618518013622,06/2023,39,YES,2,$7688,11/2014,2014,No
5111,1654,3,1,343206406411256,09/2024,201,YES,1,$8300,07/2008,2015,No
5112,1655,0,11,5199637709729169,05/2022,927,YES,1,$16557,01/2020,2020,No
5113,1656,0,11,5054406942161566,08/2024,161,YES,2,$18627,07/2009,2015,No
5114,1657,0,24,4807723891729123,08/2022,174,YES,1,$23156,02/2020,2020,No
5115,1657,1,25,4277161408897403,02/2024,419,YES,1,$30041,07/2010,2011,No
5116,1657,2,11,5010004900517856,02/2024,908,YES,1,$29137,10/2011,2011,No
5117,1657,3,1,359523053030416,07/2021,87,YES,1,$10400,09/2004,2017,No
5118,1657,4,7,5765181164708255,02/2022,980,YES,2,$13500,06/2008,2008,No
5119,1657,5,12,5002104504565119,02/2023,917,YES,1,$17663,11/2016,2016,No
5120,1658,0,11,5458733371432885,08/2021,24,NO,2,$30637,01/2020,2020,No
5121,1659,0,11,5392188065665641,10/2021,452,NO,1,$8540,08/2017,2017,No
5122,1659,1,12,5302317645406586,02/2012,347,YES,1,$9397,06/2008,2010,No
5123,1659,2,24,4723396292994912,09/2020,740,YES,1,$12329,01/2020,2020,No
5124,1659,3,25,4598597915590543,01/2020,17,YES,1,$8333,10/2003,2007,No
5125,1660,0,20,4536458621990266,09/2020,102,YES,2,$5200,10/2019,2019,No
5126,1660,1,24,4534127090202764,08/2010,827,YES,2,$35757,04/2010,2011,No
5127,1660,2,7,5778899151304683,03/2015,908,NO,1,$16600,05/2005,2015,No
5128,1660,3,11,5583589115477515,06/2020,661,YES,2,$23754,09/2003,2018,No
5129,1660,4,12,5728689238652207,10/2024,532,YES,2,$14480,03/2005,2009,No
5130,1660,5,13,5625472759967842,10/2023,564,YES,2,$6237,01/2006,2007,No
5131,1661,0,20,4061328991788690,02/2023,114,NO,1,$9200,01/2020,2020,No
5132,1661,1,24,4497861134959245,01/2020,573,YES,2,$14797,01/2020,2020,No
5133,1662,0,20,4042007108574831,02/2023,177,YES,1,$9400,11/2010,2013,No
5134,1662,1,29,4868990994344273,06/2024,248,YES,2,$50,07/2011,2011,No
5135,1662,2,7,5764971120736645,02/2020,402,YES,2,$1800,12/2013,2013,No
5136,1662,3,1,343199188380745,10/2024,496,YES,1,$12400,05/2004,2014,No
5137,1662,4,21,4577476596554924,12/2010,553,YES,2,$14300,01/2007,2007,No
5138,1662,5,11,5355715623674970,12/2024,956,YES,1,$27489,02/2011,2011,No
5139,1663,0,24,4792996181300907,01/2022,998,YES,2,$7846,02/2020,2020,No
5140,1664,0,7,5943886556523564,09/2021,437,YES,2,$12500,02/2020,2020,No
5141,1664,1,5,6741482633639648,04/2020,360,NO,2,$10500,01/2020,2020,No
5142,1664,2,17,5680672417239483,02/2020,195,YES,1,$72,02/2020,2020,No
5143,1664,3,8,5544918910984279,05/2020,158,YES,1,$8800,02/2020,2020,No
5144,1665,0,11,5837775089417018,01/2011,189,YES,1,$11199,12/2010,2010,No
5145,1665,1,24,4205821347854727,05/2020,679,YES,1,$8800,01/2010,2010,No
5146,1665,2,17,5825065723069699,09/2021,940,YES,1,$83,10/2013,2013,No
5147,1665,3,12,5757614479800979,11/2024,657,NO,1,$7217,03/2010,2010,No
5148,1666,0,7,5282787263853461,09/2022,115,YES,2,$9000,10/2015,2015,No
5149,1666,1,11,5805044569196975,01/2020,947,YES,1,$15195,01/2011,2011,No
5150,1666,2,12,5522110015947841,02/2024,663,YES,1,$14747,03/2010,2010,No
5151,1667,0,11,5683330455656295,02/2020,447,YES,2,$8998,02/2020,2020,No
5152,1668,0,1,340244443373002,03/2023,846,YES,2,$20400,02/2020,2020,No
5153,1668,1,24,4554284422042742,09/2022,212,YES,2,$13653,08/2009,2016,No
5154,1669,0,1,371091834390039,02/2020,858,YES,2,$17800,01/2010,2011,No
5155,1669,1,17,5200794681511676,07/2024,836,YES,2,$52,09/2005,2015,No
5156,1669,2,18,5906678291020827,09/2023,935,YES,2,$56,08/2011,2011,No
5157,1669,3,11,5159691137023059,01/2024,232,YES,2,$3099,03/2002,2012,No
5158,1670,0,11,5991004678910438,05/2020,214,YES,1,$11805,01/2020,2020,No
5159,1670,1,24,4256748017620071,01/2020,433,YES,1,$17535,01/2020,2020,No
5160,1671,0,1,352397360356465,08/2022,465,YES,2,$18000,06/2002,2011,No
5161,1672,0,17,5849992280196253,11/2024,858,YES,2,$95,02/2020,2020,No
5162,1673,0,5,6789723556516100,09/2020,817,YES,1,$8200,03/2008,2014,No
5163,1673,1,11,5927292790575653,11/2023,964,YES,2,$2143,01/1999,2013,No
5164,1673,2,12,5184790316386758,12/2021,128,YES,2,$6550,08/2005,2016,No
5165,1673,3,7,5148202936285148,04/2024,384,YES,2,$12800,07/2011,2011,No
5166,1673,4,24,4707894398714464,02/2020,848,YES,1,$15960,07/2007,2010,No
5167,1674,0,7,5930929069464452,02/2020,744,YES,2,$19000,01/2020,2020,No
5168,1674,1,11,5981196310914475,06/2016,143,YES,1,$26575,07/2009,2011,No
5169,1675,0,7,5613327518828278,06/2021,118,YES,2,$5800,09/2008,2008,No
5170,1675,1,11,5340964008686387,05/2021,458,YES,2,$16047,04/2002,2011,No
